Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Crohn Disease,C0010346,FCRL3,115352,Q96P31,Fc receptor like 3,Cell adhesion,62,0.612,0.769,5.97E-21,0.02,,1,2,1,2007,2009
Crohn Disease,C0010346,MTFMT,123263,Q96DP5,mitochondrial methionyl-tRNA formyltransferase,Enzyme,101,0.595,0.808,1.50E-07,0.02,,1,2,0,2018,2019
Crohn Disease,C0010346,CCR7,1236,P32248,C-C motif chemokine receptor 7,G-protein coupled receptor,320,0.443,0.769,0.057623,0.02,,1,2,0,2005,2015
Crohn Disease,C0010346,CNR1,1268,P21554,cannabinoid receptor 1,G-protein coupled receptor,393,0.446,0.808,0.50652,0.02,,1,2,2,2010,2019
Crohn Disease,C0010346,COMP,1311,P49747,cartilage oligomeric matrix protein,,230,0.503,0.808,1.35E-09,0.02,,1,2,0,2017,2019
Crohn Disease,C0010346,CREB1,1385,P16220,cAMP responsive element binding protein 1,,294,0.463,0.885,0.99673,0.02,,1,2,0,2013,2013
Crohn Disease,C0010346,CRK,1398,P46108,"CRK proto-oncogene, adaptor protein",,544,0.394,0.923,0.95936,0.02,,1,2,0,2002,2015
Crohn Disease,C0010346,DOCK11,139818,Q5JSL3,dedicator of cytokinesis 11,Enzyme modulator,57,0.606,0.731,0.012097,0.02,,1,2,0,2018,2018
Crohn Disease,C0010346,DEFB104A,140596,Q8WTQ1,defensin beta 104A,,43,0.638,0.692,0.093748,0.02,,1,2,0,2004,2010
Crohn Disease,C0010346,PARP1,142,P09874,poly(ADP-ribose) polymerase 1,,565,0.389,0.923,0.00033366,0.02,,1,2,0,2017,2018
Crohn Disease,C0010346,CSF1,1435,P09603,colony stimulating factor 1,,259,0.473,0.808,0.99634,0.02,,1,2,0,2017,2019
Crohn Disease,C0010346,CSF2RA,1438,P15509,colony stimulating factor 2 receptor subunit alpha,Signaling,49,0.67,0.615,2.40E-10,0.02,,1,2,0,2011,2019
Crohn Disease,C0010346,CSF2RB,1439,P32927,colony stimulating factor 2 receptor subunit beta,Receptor,39,0.705,0.423,0.17646,0.02,,1,2,0,2016,2016
Crohn Disease,C0010346,PLB1,151056,Q6P1J6,phospholipase B1,,219,0.488,0.846,1.73E-72,0.02,,1,2,0,1999,2019
Crohn Disease,C0010346,DMD,1756,P11532,dystrophin,,484,0.423,0.923,1,0.02,,1,2,0,2017,2018
Crohn Disease,C0010346,DSG2,1829,Q14126,desmoglein 2,Cell adhesion,83,0.601,0.692,2.79E-10,0.02,,1,2,0,2017,2018
Crohn Disease,C0010346,NR0B1,190,P51843,nuclear receptor subfamily 0 group B member 1,Nuclear receptor,222,0.494,0.808,0.97025,0.02,,1,2,0,2016,2017
Crohn Disease,C0010346,EPHX1,2052,P07099,epoxide hydrolase 1,,196,0.5,0.846,3.22E-09,0.02,,1,2,0,2003,2011
Crohn Disease,C0010346,ESR2,2100,Q92731,estrogen receptor 2,Nuclear receptor,528,0.4,0.923,4.45E-08,0.02,,1,2,0,2019,2019
Crohn Disease,C0010346,F2,2147,P00734,"coagulation factor II, thrombin",Enzyme,490,0.415,0.885,0.0011118,0.02,,1,2,1,2005,2018
Crohn Disease,C0010346,FAAH,2166,O00519,fatty acid amide hydrolase,,177,0.545,0.692,4.44E-11,0.02,,1,2,1,2008,2009
Crohn Disease,C0010346,FAT1,2195,Q14517,FAT atypical cadherin 1,,178,0.508,0.808,1.20E-12,0.02,,1,2,0,2018,2018
Crohn Disease,C0010346,FCGR1A,2209,P12314,Fc fragment of IgG receptor Ia,Cell adhesion,141,0.532,0.731,0.00013116,0.02,,1,2,0,2007,2017
Crohn Disease,C0010346,FCN2,2220,Q15485,ficolin 2,Signaling,159,0.517,0.846,3.56E-11,0.02,,1,2,0,1998,2000
Crohn Disease,C0010346,FGF7,2252,P21781,fibroblast growth factor 7,Signaling,167,0.519,0.846,0.77089,0.02,,1,2,0,1996,1997
Crohn Disease,C0010346,FHIT,2272,P49789,fragile histidine triad diadenosine triphosphatase,,337,0.444,0.846,0.0057055,0.02,,1,2,0,2006,2009
Crohn Disease,C0010346,DKK1,22943,O94907,dickkopf WNT signaling pathway inhibitor 1,,372,0.439,0.885,0.17423,0.02,,1,2,0,2013,2019
Crohn Disease,C0010346,FLNB,2317,O75369,filamin B,,374,0.458,0.923,6.05E-10,0.02,,1,2,0,1996,1997
Crohn Disease,C0010346,FOS,2353,P01100,"Fos proto-oncogene, AP-1 transcription factor subunit",Transcription factor,528,0.411,0.885,0.26176,0.02,,1,2,0,2002,2014
Crohn Disease,C0010346,SEC14L2,23541,O76054,SEC14 like lipid binding 2,,198,0.494,0.885,2.92E-08,0.02,,1,2,0,1996,1997
Crohn Disease,C0010346,LY96,23643,Q9Y6Y9,lymphocyte antigen 96,Receptor,54,0.636,0.615,0.000074167,0.02,,1,2,1,2014,2014
Crohn Disease,C0010346,PANX1,24145,Q96RD7,pannexin 1,Ion channel,107,0.575,0.846,2.47E-06,0.02,,1,2,0,2012,2013
Crohn Disease,C0010346,ALPI,248,P09923,"alkaline phosphatase, intestinal",Enzyme,98,0.563,0.769,2.45E-18,0.02,,1,2,0,2007,2012
Crohn Disease,C0010346,RNF19A,25897,Q9NV58,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",Enzyme,523,0.397,0.923,0.025305,0.02,,1,2,0,2002,2015
Crohn Disease,C0010346,GAPDH,2597,P04406,glyceraldehyde-3-phosphate dehydrogenase,Enzyme,305,0.447,0.808,0.11388,0.02,,1,2,0,1997,2014
Crohn Disease,C0010346,POLDIP2,26073,Q9Y2S7,DNA polymerase delta interacting protein 2,,530,0.396,0.923,0.41407,0.02,,1,2,0,2002,2015
Crohn Disease,C0010346,GCHFR,2644,P30047,GTP cyclohydrolase I feedback regulator,,89,0.579,0.808,0.048251,0.02,,1,2,0,1998,2000
Crohn Disease,C0010346,GHR,2690,P10912,growth hormone receptor,Signaling,247,0.49,0.846,0.000084385,0.02,,1,2,0,2006,2018
Crohn Disease,C0010346,IL17C,27189,Q9P0M4,interleukin 17C,,61,0.619,0.692,0.0001243,0.02,,1,2,0,2014,2014
Crohn Disease,C0010346,ABO,28,P16442,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",Enzyme,443,0.427,0.885,,0.02,,1,2,0,2014,2020
Crohn Disease,C0010346,OR10A4,283297,Q9H209,olfactory receptor family 10 subfamily A member 4,G-protein coupled receptor,128,0.54,0.808,0.000016786,0.02,,1,2,0,2007,2012
Crohn Disease,C0010346,CXCR3,2833,P49682,C-X-C motif chemokine receptor 3,G-protein coupled receptor,367,0.436,0.808,0.181,0.02,,1,2,0,2005,2008
Crohn Disease,C0010346,GPER1,2852,Q99527,G protein-coupled estrogen receptor 1,G-protein coupled receptor,180,0.505,0.731,0.57434,0.02,,1,2,0,2017,2019
Crohn Disease,C0010346,CXCL1,2919,P09341,C-X-C motif chemokine ligand 1,Signaling,315,0.449,0.923,0.11845,0.02,,1,2,0,2017,2018
Crohn Disease,C0010346,GSTA1,2938,P08263,glutathione S-transferase alpha 1,,108,0.561,0.731,1.73E-06,0.02,,1,2,0,2012,2017
Crohn Disease,C0010346,GUCY2C,2984,P25092,guanylate cyclase 2C,Kinase,88,0.599,0.577,1.39E-30,0.02,,1,2,0,2012,2017
Crohn Disease,C0010346,GUSB,2990,P08236,glucuronidase beta,,183,0.53,0.846,4.04E-08,0.02,,1,2,0,2013,2016
Crohn Disease,C0010346,GZMB,3002,P10144,granzyme B,Enzyme,290,0.453,0.808,3.67E-14,0.02,,1,2,0,2000,2018
Crohn Disease,C0010346,ANXA2,302,P07355,annexin A2,,294,0.453,0.808,0.000097728,0.02,,1,2,0,1999,2000
Crohn Disease,C0010346,CD209,30835,Q9NNX6,CD209 molecule,Receptor,57,0.626,0.769,2.74E-13,0.02,,1,2,1,2003,2007
Crohn Disease,C0010346,HLA-A,3105,P04439,"major histocompatibility complex, class I, A",,672,0.37,0.846,0.0013299,0.02,,0.5,2,0,1980,2015
Crohn Disease,C0010346,HLA-DPA1,3113,P20036,"major histocompatibility complex, class II, DP alpha 1",Immune response,139,0.552,0.846,0.0000025,0.02,,0.5,2,0,1999,2002
Crohn Disease,C0010346,HLA-DRB3,3125,P79483,"major histocompatibility complex, class II, DR beta 3",Immune response,85,0.57,0.885,,0.02,,1,2,0,1996,1998
Crohn Disease,C0010346,NR4A1,3164,P22736,nuclear receptor subfamily 4 group A member 1,Nuclear receptor,216,0.49,0.731,0.37074,0.02,,1,2,0,2015,2016
Crohn Disease,C0010346,APAF1,317,O14727,apoptotic peptidase activating factor 1,,145,0.525,0.769,9.62E-06,0.02,,1,2,2,2002,2003
Crohn Disease,C0010346,TNC,3371,P24821,tenascin C,,369,0.433,0.846,1.26E-07,0.02,,1,2,0,2010,2017
Crohn Disease,C0010346,IRF8,3394,Q02556,interferon regulatory factor 8,Transcription factor,149,0.539,0.808,0.94807,0.02,,1,2,0,2010,2011
Crohn Disease,C0010346,GADL1,339896,Q6ZQY3,glutamate decarboxylase like 1,,192,0.497,0.808,1.37E-21,0.02,,1,2,0,2017,2018
Crohn Disease,C0010346,IDH1,3417,O75874,isocitrate dehydrogenase (NADP(+)) 1,,399,0.424,0.808,2.62E-12,0.02,,1,2,0,2014,2016
Crohn Disease,C0010346,LINC01193,348120,,long intergenic non-protein coding RNA 1193,,91,0.565,0.692,,0.02,,0.5,2,0,2014,2014
Crohn Disease,C0010346,IL5,3567,P05113,interleukin 5,,359,0.437,0.846,0.0056529,0.02,,1,2,0,1997,2017
Crohn Disease,C0010346,IL7,3574,P13232,interleukin 7,,275,0.464,0.808,0.92574,0.02,,1,2,0,2017,2019
Crohn Disease,C0010346,IL11,3589,P20809,interleukin 11,,244,0.481,0.808,0.00031772,0.02,,1,2,0,1999,2002
Crohn Disease,C0010346,IL12A,3592,P29459,interleukin 12A,,261,0.491,0.808,0.04746,0.02,,1,2,0,1998,2000
Crohn Disease,C0010346,IL16,3603,Q14005,interleukin 16,Signaling,193,0.501,0.846,1.24E-10,0.02,,1,2,0,2000,2003
Crohn Disease,C0010346,INSRR,3645,P14616,insulin receptor related receptor,Kinase,186,0.508,0.808,5.40E-24,0.02,,1,2,0,2019,2019
Crohn Disease,C0010346,KIR2DL2,3803,P43627,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2",Receptor,65,0.612,0.654,,0.02,,1,2,0,2009,2016
Crohn Disease,C0010346,KIR2DL3,3804,P43628,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3",Receptor,57,0.612,0.654,2.68E-09,0.02,,1,2,0,2009,2016
Crohn Disease,C0010346,KIR2DS1,3806,Q14954,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1",Receptor,123,0.537,0.769,,0.02,,1,2,0,2016,2019
Crohn Disease,C0010346,KPNA1,3836,P52294,karyopherin subunit alpha 1,Transporter,22,0.736,0.577,0.99818,0.02,,1,2,0,2008,2008
Crohn Disease,C0010346,CCL4L1,388372,P13236;Q8NHW4,C-C motif chemokine ligand 4 like 1,,135,0.534,0.885,0.33576,0.02,,1,2,0,2011,2013
Crohn Disease,C0010346,LBP,3929,P18428,lipopolysaccharide binding protein,,156,0.525,0.808,4.19E-15,0.02,,1,2,0,2007,2011
Crohn Disease,C0010346,LGALS3,3958,P17931,galectin 3,Signaling,557,0.392,0.846,0.000023207,0.02,,1,2,0,2001,2008
Crohn Disease,C0010346,LPL,4023,P06858,lipoprotein lipase,Enzyme,290,0.474,0.808,1.27E-09,0.02,,1,2,0,1994,2018
Crohn Disease,C0010346,CYP4F3,4051,Q08477,cytochrome P450 family 4 subfamily F member 3,Enzyme,114,0.551,0.808,3.54E-16,0.02,,1,2,0,2010,2014
Crohn Disease,C0010346,MIR125A,406910,,microRNA 125a,,225,0.48,0.769,,0.02,,0.5,2,0,2015,2017
Crohn Disease,C0010346,MIR146A,406938,,microRNA 146a,,505,0.398,0.885,,0.02,,1,2,1,2016,2016
Crohn Disease,C0010346,MIR155,406947,,microRNA 155,,584,0.384,0.885,,0.02,,1,2,0,2016,2017
Crohn Disease,C0010346,MIR21,406991,,microRNA 21,,726,0.363,0.846,,0.02,,1,2,0,2017,2018
Crohn Disease,C0010346,SMAD4,4089,Q13485,SMAD family member 4,Transcription factor,575,0.401,0.808,0.99881,0.02,,1,2,0,2018,2019
Crohn Disease,C0010346,DEFB103A,414325,P81534,defensin beta 103A,,84,0.573,0.731,,0.02,,0.5,2,0,2004,2013
Crohn Disease,C0010346,MDK,4192,P21741,midkine,Signaling,209,0.494,0.808,0.23005,0.02,,1,2,0,2017,2019
Crohn Disease,C0010346,MICB,4277,Q29980,MHC class I polypeptide-related sequence B,,95,0.576,0.731,0.000040609,0.02,,0.5,2,0,2001,2017
Crohn Disease,C0010346,MMP7,4316,P09237,matrix metallopeptidase 7,Enzyme,320,0.446,0.885,1.04E-09,0.02,,1,2,0,2010,2020
Crohn Disease,C0010346,MMP10,4319,P09238,matrix metallopeptidase 10,Enzyme,123,0.553,0.808,5.91E-15,0.02,,1,2,0,2010,2020
Crohn Disease,C0010346,MPO,4353,P05164,myeloperoxidase,Enzyme,653,0.377,0.923,7.11E-15,0.02,,1,2,0,1999,2018
Crohn Disease,C0010346,MPZ,4359,P25189,myelin protein zero,,249,0.503,0.846,0.27158,0.02,,1,2,0,2016,2017
Crohn Disease,C0010346,MST1R,4486,Q04912,macrophage stimulating 1 receptor,Kinase,133,0.542,0.808,7.87E-37,0.02,,1,2,2,2008,2009
Crohn Disease,C0010346,MUC3A,4584,Q02505,"mucin 3A, cell surface associated",,52,0.636,0.5,1.48E-10,0.02,,1,2,0,2001,2001
Crohn Disease,C0010346,ATF3,467,P18847,activating transcription factor 3,Transcription factor,228,0.494,0.885,0.089296,0.02,,1,2,0,2011,2018
Crohn Disease,C0010346,NOS3,4846,P29474,nitric oxide synthase 3,,706,0.378,0.885,6.72E-07,0.02,,1,2,0,2006,2011
Crohn Disease,C0010346,NPC1,4864,O15118,NPC intracellular cholesterol transporter 1,Transporter,220,0.518,0.692,6.54E-06,0.02,,1,2,0,2017,2018
Crohn Disease,C0010346,MIR375,494324,,microRNA 375,,226,0.476,0.769,,0.02,,1,2,0,2015,2019
Crohn Disease,C0010346,DEFB104B,503618,Q8WTQ1,defensin beta 104B,,42,0.638,0.692,0.33176,0.02,,1,2,0,2004,2010
Crohn Disease,C0010346,SERPINE1,5054,P05121,serpin family E member 1,Enzyme modulator,770,0.359,0.885,0.043609,0.02,,1,2,0,2003,2007
Crohn Disease,C0010346,NT5C3A,51251,Q9H0P0,"5'-nucleotidase, cytosolic IIIA",Enzyme,80,0.593,0.692,0.015053,0.02,,1,2,0,1999,2000
Crohn Disease,C0010346,PIK3CA,5290,P42336,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Kinase,1511,0.292,0.923,1,0.02,,1,2,0,2013,2019
Crohn Disease,C0010346,PIK3CB,5291,P42338,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",Kinase,1083,0.322,0.885,0.99964,0.02,,1,2,0,2013,2019
Crohn Disease,C0010346,PIK3CD,5293,O00329,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",Kinase,1119,0.319,0.885,0.99999,0.02,,1,2,0,2013,2019
Crohn Disease,C0010346,PIK3CG,5294,P48736,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",Kinase,1101,0.32,0.885,1.41E-06,0.02,,1,2,0,2013,2019
Crohn Disease,C0010346,PKM,5315,P14618,pyruvate kinase M1/2,Kinase,237,0.482,0.808,0.8549,0.02,,1,2,0,2015,2018
Crohn Disease,C0010346,PLA2G2A,5320,P14555,phospholipase A2 group IIA,Enzyme,215,0.488,0.808,0.097278,0.02,,1,2,0,2006,2014
Crohn Disease,C0010346,PLG,5340,P00747,plasminogen,Enzyme,586,0.389,0.923,0.010345,0.02,,1,2,0,2003,2007
Crohn Disease,C0010346,PMP22,5376,Q01453,peripheral myelin protein 22,Cellular structure,341,0.471,0.885,0.90958,0.02,,1,2,0,2016,2017
Crohn Disease,C0010346,UGT1A1,54658,P22309,UDP glucuronosyltransferase family 1 member A1,,302,0.464,0.769,3.26E-06,0.02,,1,2,0,2012,2014
Crohn Disease,C0010346,MARCHF1,55016,Q8TCQ1,membrane associated ring-CH-type finger 1,,126,0.54,0.808,0.0086782,0.02,,1,2,0,2019,2019
Crohn Disease,C0010346,IMPACT,55364,Q9P2X3,impact RWD domain protein,,85,0.593,0.808,4.83E-08,0.02,,1,2,0,2017,2017
Crohn Disease,C0010346,DEFB103B,55894,P81534,defensin beta 103B,,87,0.572,0.731,,0.02,,0.5,2,0,2004,2013
Crohn Disease,C0010346,MAP2K1,5604,Q02750,mitogen-activated protein kinase kinase 1,Kinase,389,0.439,0.846,0.89669,0.02,,1,2,0,2008,2018
Crohn Disease,C0010346,RETN,56729,Q9HD89,resistin,,302,0.454,0.808,0.036545,0.02,,1,2,0,2011,2018
Crohn Disease,C0010346,EMSY,56946,Q7Z589,"EMSY transcriptional repressor, BRCA2 interacting",,52,0.628,0.423,1,0.02,,1,2,0,2011,2013
Crohn Disease,C0010346,CXCL16,58191,Q9H2A7,C-X-C motif chemokine ligand 16,Signaling,178,0.502,0.769,0.000034546,0.02,,0.5,2,1,2008,2014
Crohn Disease,C0010346,RAP1A,5906,P62834,"RAP1A, member of RAS oncogene family",Enzyme modulator,215,0.502,0.808,0.62227,0.02,,1,2,0,2010,2019
Crohn Disease,C0010346,S100A9,6280,P06702,S100 calcium binding protein A9,Calcium-binding protein,363,0.433,0.885,0.4777,0.02,,1,2,0,2001,2017
Crohn Disease,C0010346,BGLAP,632,P02818,bone gamma-carboxyglutamate protein,,274,0.462,0.846,4.62E-08,0.02,,1,2,0,2018,2019
Crohn Disease,C0010346,CCL3L1,6349,P16619,C-C motif chemokine ligand 3 like 1,,40,0.65,0.654,0.12057,0.02,,0.5,2,0,2011,2011
Crohn Disease,C0010346,CCL21,6366,O00585,C-C motif chemokine ligand 21,Signaling,186,0.502,0.769,0.036239,0.02,,1,2,1,2005,2007
Crohn Disease,C0010346,CXCL5,6374,P42830,C-X-C motif chemokine ligand 5,Signaling,160,0.519,0.769,5.04E-06,0.02,,1,2,0,1997,2007
Crohn Disease,C0010346,SDC1,6382,P18827,syndecan 1,Extracellular structure,323,0.445,0.769,0.0084118,0.02,,1,2,0,2013,2014
Crohn Disease,C0010346,SELL,6402,P14151,selectin L,,171,0.505,0.846,4.96E-07,0.02,,1,2,0,2004,2009
Crohn Disease,C0010346,ARHGEF28,64283,Q8N1W1,Rho guanine nucleotide exchange factor 28,,60,0.615,0.423,8.10E-21,0.02,,1,2,0,2009,2012
Crohn Disease,C0010346,GORASP1,64689,Q9BQQ3,golgi reassembly stacking protein 1,,369,0.428,0.846,0.019543,0.02,,1,2,0,1996,1998
Crohn Disease,C0010346,WNK1,65125,Q9H4A3,WNK lysine deficient protein kinase 1,Kinase,460,0.416,0.846,1,0.02,,1,2,0,1996,1998
Crohn Disease,C0010346,SLC10A2,6555,Q12908,solute carrier family 10 member 2,Transporter,66,0.621,0.538,9.58E-17,0.02,,1,2,0,1995,2004
Crohn Disease,C0010346,SLC22A1,6580,O15245,solute carrier family 22 member 1,Transporter,119,0.556,0.731,1.46E-22,0.02,,1,2,0,2005,2012
Crohn Disease,C0010346,ST14,6768,Q9Y5Y6,suppression of tumorigenicity 14,Enzyme,170,0.514,0.769,0.56042,0.02,,1,2,0,2012,2017
Crohn Disease,C0010346,STAT5A,6776,P42229,signal transducer and activator of transcription 5A,Nucleic acid binding,318,0.445,0.808,0.99994,0.02,,1,2,1,2013,2015
Crohn Disease,C0010346,STAT5B,6777,P51692,signal transducer and activator of transcription 5B,Nucleic acid binding,357,0.442,0.808,0.99988,0.02,,1,2,0,2006,2013
Crohn Disease,C0010346,SYT1,6857,P21579,synaptotagmin 1,Transporter,460,0.412,0.846,0.60038,0.02,,1,2,0,1996,1998
Crohn Disease,C0010346,TAC1,6863,P20366,tachykinin precursor 1,,478,0.424,0.923,0.74608,0.02,,1,2,0,2007,2013
Crohn Disease,C0010346,MAP3K7,6885,O43318,mitogen-activated protein kinase kinase kinase 7,Kinase,273,0.477,0.808,0.99971,0.02,,1,2,0,2009,2015
Crohn Disease,C0010346,TAP2,6891,Q03519,"transporter 2, ATP binding cassette subfamily B member",Transporter,155,0.517,0.808,6.89E-11,0.02,,1,2,0,1997,2019
Crohn Disease,C0010346,TCN2,6948,P20062,transcobalamin 2,,104,0.578,0.615,1.05E-06,0.02,,1,2,2,2012,2017
Crohn Disease,C0010346,TFF1,7031,P04155,trefoil factor 1,Signaling,147,0.529,0.769,0.00088929,0.02,,1,2,0,1991,2013
Crohn Disease,C0010346,THY1,7070,P04216,Thy-1 cell surface antigen,,197,0.496,0.808,0.049895,0.02,,1,2,0,2013,2020
Crohn Disease,C0010346,NR2C2,7182,P49116,nuclear receptor subfamily 2 group C member 2,Nuclear receptor,131,0.534,0.808,0.99892,0.02,,1,2,0,2009,2015
Crohn Disease,C0010346,C4B,721,P0C0L4;P0C0L5,complement C4B (Chido blood group),Enzyme modulator,66,0.603,0.808,0.83464,0.02,,1,2,0,2016,2017
Crohn Disease,C0010346,DEFA1B,728358,P59665,defensin alpha 1B,,39,0.674,0.692,,0.02,,1,2,0,2010,2018
Crohn Disease,C0010346,CCR2,729230,P41597,C-C motif chemokine receptor 2,,436,0.418,0.846,0.023412,0.02,,1,2,0,2001,2012
Crohn Disease,C0010346,VCAM1,7412,P19320,vascular cell adhesion molecule 1,,406,0.422,0.808,0.79791,0.02,,1,2,0,2017,2020
Crohn Disease,C0010346,VIL1,7429,P09327,villin 1,Cellular structure,32,0.691,0.423,2.64E-14,0.02,,1,2,0,2008,2018
Crohn Disease,C0010346,BEST1,7439,O76090,bestrophin 1,Ion channel,292,0.465,0.885,1.82E-12,0.02,,1,2,0,2017,2018
Crohn Disease,C0010346,XPNPEP1,7511,Q9NQW7,X-prolyl aminopeptidase 1,,20,0.729,0.346,0.33296,0.02,,1,2,0,2005,2019
Crohn Disease,C0010346,YWHAZ,7534,P63104,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,Chaperone,247,0.475,0.846,0.93965,0.02,,1,2,0,1999,2019
Crohn Disease,C0010346,CXCR4,7852,P61073,C-X-C motif chemokine receptor 4,G-protein coupled receptor,739,0.362,0.923,0.017804,0.02,,1,2,0,2012,2014
Crohn Disease,C0010346,AIMP2,7965,Q13155,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,,555,0.393,0.923,0.008024,0.02,,1,2,0,2002,2015
Crohn Disease,C0010346,PDCD1LG2,80380,Q9BQ51,programmed cell death 1 ligand 2,,191,0.496,0.769,0.00001203,0.02,,1,2,0,2017,2019
Crohn Disease,C0010346,TLR10,81793,Q9BXR5,toll like receptor 10,,71,0.592,0.654,3.48E-09,0.02,,1,2,0,2011,2012
Crohn Disease,C0010346,CAMP,820,P49913,cathelicidin antimicrobial peptide,,262,0.466,0.846,0.0043897,0.02,,1,2,0,2018,2019
Crohn Disease,C0010346,CASP8,841,Q14790,caspase 8,Enzyme,480,0.404,0.923,3.72E-06,0.02,,1,2,0,2001,2020
Crohn Disease,C0010346,CASP9,842,P55211,caspase 9,Enzyme,293,0.458,0.808,7.38E-06,0.02,,1,2,0,2011,2018
Crohn Disease,C0010346,TSLP,85480,Q969D9,thymic stromal lymphopoietin,,220,0.486,0.808,0.0040357,0.02,,1,2,0,2010,2017
Crohn Disease,C0010346,RUNX2,860,Q13950,RUNX family transcription factor 2,Transcription factor,405,0.437,0.846,0.94884,0.02,,1,2,0,2018,2018
Crohn Disease,C0010346,USO1,8615,O60763,USO1 vesicle transport factor,Transporter,153,0.522,0.885,0.33417,0.02,,1,2,0,1996,1997
Crohn Disease,C0010346,RUNX3,864,Q13761,RUNX family transcription factor 3,Transcription factor,281,0.459,0.731,0.84295,0.02,,0.5,2,0,2008,2011
Crohn Disease,C0010346,CDK5R1,8851,Q15078,cyclin dependent kinase 5 regulatory subunit 1,Enzyme modulator,153,0.529,0.808,0.9149,0.02,,1,2,0,1998,2000
Crohn Disease,C0010346,HERC2,8924,O95714,HECT and RLD domain containing E3 ubiquitin protein ligase 2,,143,0.568,0.692,1,0.02,,1,2,0,2009,2010
Crohn Disease,C0010346,SOCS3,9021,O14543,suppressor of cytokine signaling 3,Enzyme modulator,375,0.434,0.808,0.74613,0.02,,1,2,0,2014,2015
Crohn Disease,C0010346,CLDN8,9073,P56748,claudin 8,Cell-cell junction,30,0.674,0.5,0.016193,0.02,,1,2,0,2017,2018
Crohn Disease,C0010346,CLDN2,9075,P57739,claudin 2,Cell-cell junction,97,0.575,0.692,0.70328,0.02,,1,2,0,2012,2013
Crohn Disease,C0010346,MSC,9242,O60682,musculin,,241,0.475,0.846,0.024651,0.02,,1,2,0,2013,2018
Crohn Disease,C0010346,GRAP2,9402,O75791,GRB2 related adaptor protein 2,,538,0.394,0.923,0.00015256,0.02,,1,2,0,2002,2015
Crohn Disease,C0010346,CD86,942,P42081,CD86 molecule,,219,0.483,0.769,0.94879,0.02,,1,2,0,2007,2014
Crohn Disease,C0010346,CD40LG,959,P29965,CD40 ligand,Signaling,453,0.414,0.846,0.72079,0.02,,1,2,1,1999,2017
Crohn Disease,C0010346,TRAF4,9618,Q9BUZ4,TNF receptor associated factor 4,Signaling,61,0.626,0.615,0.93602,0.02,,1,2,0,2011,2012
Crohn Disease,C0010346,MAGI2,9863,Q86UL8,"membrane associated guanylate kinase, WW and PDZ domain containing 2",,97,0.579,0.654,0.99943,0.02,,1,2,1,2009,2011
Crohn Disease,C0010346,RNA28SN5,100008589,,"RNA, 28S ribosomal N5",,24,0.705,0.346,,0.01,,1,1,0,1997,1997
Crohn Disease,C0010346,CDKN2B-AS1,100048912,,CDKN2B antisense RNA 1,,213,0.491,0.769,,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,OCTN3,100049579,,organic cation transporter 3,,8,0.805,0.308,,0.01,,1,1,0,2003,2003
Crohn Disease,C0010346,CDH3,1001,P22223,cadherin 3,,119,0.56,0.615,2.80E-10,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,ZGLP1,100125288,P0C6A0,zinc finger GATA like protein 1,,186,0.512,0.808,0.3868,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,HDAC6,10013,Q9UBN7,histone deacetylase 6,Epigenetic regulator,288,0.465,0.846,1,0.01,,1,1,0,2007,2007
Crohn Disease,C0010346,HDAC5,10014,Q9UQL6,histone deacetylase 5,Epigenetic regulator,114,0.552,0.769,1,0.01,,1,1,0,2018,2018
Crohn Disease,C0010346,IBD19,100190926,,Inflammatory bowel disease 19,,1,1,0.038,,0.01,,1,1,0,2019,2019
Crohn Disease,C0010346,IBD15,100190929,,Inflammatory bowel disease-15,,2,1,0.038,,0.01,,1,1,0,2011,2011
Crohn Disease,C0010346,IBD18,100190931,,Inflammatory bowel disease-18,,1,1,0.038,,0.01,,1,1,0,2014,2014
Crohn Disease,C0010346,IBD21,100192312,,Inflammatory bowel disease-21,,2,1,0.038,,0.01,,1,1,0,2006,2006
Crohn Disease,C0010346,IBD22,100240732,,Inflammatory bowel disease-22,,2,0.931,0.038,,0.01,,1,1,0,2007,2007
Crohn Disease,C0010346,IBD23,100240733,,Inflammatory bowel disease-23,,1,1,0.038,,0.01,,1,1,0,2006,2006
