Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
"Diabetes Mellitus, Insulin-Dependent",C0011854,KMT2A,4297,Q03164,lysine methyltransferase 2A,,535,0.41,0.885,1,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,MME,4311,P08473,membrane metalloendopeptidase,Enzyme,470,0.407,0.808,1.465E-18,0.01,,1,1,2,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,MMP10,4319,P09238,matrix metallopeptidase 10,Enzyme,123,0.553,0.808,5.907E-15,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,MMP12,4321,P39900,matrix metallopeptidase 12,Enzyme,216,0.484,0.885,,0.01,,1,1,0,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,MNDA,4332,P41218,myeloid cell nuclear differentiation antigen,Transcription factor,26,0.695,0.308,3.0917E-17,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,MPP1,4354,Q00013,membrane palmitoylated protein 1,Enzyme,54,0.617,0.5,0.9877,0.01,,1,1,0,1994,1994
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSG8,440533,Q9UQ74,pregnancy specific beta-1-glycoprotein 8,,17,0.743,0.423,1.6761E-23,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,POTEKP,440915,Q9BYX7,"POTE ankyrin domain family member K, pseudogene",,131,0.542,0.769,,0.01,,1,1,0,2002,2002
"Diabetes Mellitus, Insulin-Dependent",C0011854,OR14J1,442191,Q9UGF5,olfactory receptor family 14 subfamily J member 1,,4,0.89,0.154,0.0016678,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR328,442901,,microRNA 328,,99,0.558,0.769,,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR338,442906,,microRNA 338,,128,0.535,0.808,,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,MYO1B,4430,O43795,myosin IB,Cellular structure,36,0.691,0.538,0.000072357,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,TARP,445347,,TCR gamma alternate reading frame protein,,44,0.638,0.5,,0.01,,1,1,0,1991,1991
"Diabetes Mellitus, Insulin-Dependent",C0011854,PLF,450095,,Pulmonary function,,124,0.544,0.731,,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,CYTB,4519,P00156,cytochrome b,,166,0.529,0.808,,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,NUDT1,4521,P36639,nudix hydrolase 1,Enzyme,73,0.597,0.769,7.4464E-12,0.01,,1,1,1,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,MTTP,4547,P55157,microsomal triglyceride transfer protein,Transporter,209,0.505,0.846,0.0000104,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,MTRR,4552,Q9UBK8,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,,207,0.502,0.808,2.1794E-14,0.01,,1,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRNT,4576,,tRNA,,36,0.729,0.538,,0.01,,0,1,0,1996,1996
"Diabetes Mellitus, Insulin-Dependent",C0011854,MUC1,4582,P15941,"mucin 1, cell surface associated",,594,0.384,0.885,0.018774,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,MYC,4609,P01106,"MYC proto-oncogene, bHLH transcription factor",Transcription factor,821,0.344,0.923,0.99801,0.01,,1,1,0,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,MYD88,4615,Q99836,MYD88 innate immune signal transduction adaptor,Enzyme modulator,480,0.414,0.923,0.12443,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SERPINC1,462,P01008,serpin family C member 1,Enzyme modulator,184,0.507,0.769,0.99892,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,ATD,465,,asphixiating thoracic dystrophy (chondroectodermal dysplasia-like syndrome),,36,0.656,0.731,,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ATF3,467,P18847,activating transcription factor 3,Transcription factor,228,0.494,0.885,0.089296,0.01,,1,1,0,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,NCAM1,4684,P13591,neural cell adhesion molecule 1,,445,0.415,0.885,0.99999,0.01,,1,1,0,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,ATIC,471,P31939,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,Enzyme,100,0.576,0.731,3.0109E-19,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,NEFL,4747,P07196,neurofilament light,,247,0.488,0.769,,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,NF2,4771,P35240,neurofibromin 2,,312,0.468,0.885,1,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,NFATC2,4773,Q13469,nuclear factor of activated T cells 2,Transcription factor,154,0.525,0.731,0.99995,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,NFKB2,4791,Q00653,nuclear factor kappa B subunit 2,Transcription factor,194,0.509,0.808,1,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,NFKBIL1,4795,Q9UBC1,NFKB inhibitor like 1,,41,0.653,0.615,0.025515,0.01,,1,1,0,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,NGF,4803,P01138,nerve growth factor,Signaling,616,0.391,0.885,0.82026,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,NGFR,4804,P08138,nerve growth factor receptor,Receptor,256,0.477,0.846,0.097889,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,NM,4827,,neutrophil migration,,250,0.473,0.808,,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,NOTCH2,4853,Q04721,notch receptor 2,,384,0.441,0.808,1,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,NOTCH3,4854,Q9UM47,notch receptor 3,,418,0.435,0.808,0.40757,0.01,,0,1,0,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,NOVA1,4857,P51513,NOVA alternative splicing regulator 1,Enzyme,44,0.67,0.5,0.99621,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,NPHS1,4868,O60500,"NPHS1 adhesion molecule, nephrin",,87,0.597,0.615,2.5376E-14,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,NPPA,4878,P01160,natriuretic peptide A,,217,0.505,0.769,0.00054522,0.01,,1,1,0,1999,1999
"Diabetes Mellitus, Insulin-Dependent",C0011854,NPPC,4880,P23582,natriuretic peptide C,Signaling,106,0.568,0.769,0.060647,0.01,,0,1,0,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,NPY2R,4887,P49146,neuropeptide Y receptor Y2,G-protein coupled receptor,68,0.612,0.577,0.035526,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,NRAS,4893,P01111,"NRAS proto-oncogene, GTPase",Enzyme modulator,611,0.39,0.808,0.49009,0.01,,1,1,0,1990,1990
"Diabetes Mellitus, Insulin-Dependent",C0011854,NTRK2,4915,Q16620,neurotrophic receptor tyrosine kinase 2,Kinase,284,0.479,0.808,1,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,NTS,4922,P30990,neurotensin,,184,0.517,0.769,0.000038527,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,OAS3,4940,Q9Y6K5,2'-5'-oligoadenylate synthetase 3,Enzyme,72,0.608,0.615,1.9653E-33,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR377,494326,,microRNA 377,,74,0.587,0.731,,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIR424,494336,,microRNA 424,,131,0.535,0.769,,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ORM1,5004,P02763,orosomucoid 1,,67,0.608,0.731,0.000011456,0.01,,1,1,0,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,P4HB,5034,P07237,prolyl 4-hydroxylase subunit beta,,222,0.488,0.808,0.99662,0.01,,1,1,0,1994,1994
"Diabetes Mellitus, Insulin-Dependent",C0011854,PAEP,5047,P09466,progestagen associated endometrial protein,Enzyme,397,0.43,0.846,3.1109E-08,0.01,,1,1,0,2005,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,DUOX2,50506,Q9NRD8,dual oxidase 2,Enzyme,150,0.533,0.769,4.5032E-56,0.01,,1,1,0,2003,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL21R,50615,Q9HBE5,interleukin 21 receptor,Receptor,110,0.55,0.731,0.99835,0.01,,1,1,0,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRKN,5071,O60260,parkin RBR E3 ubiquitin protein ligase,Enzyme,409,0.431,0.846,6.9346E-07,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PAX6,5080,P26367,paired box 6,,340,0.45,0.769,0.99975,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,NDUFA13,51079,Q9P0J0,NADH:ubiquinone oxidoreductase subunit A13,Enzyme,131,0.556,0.692,3.8049E-06,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,PCMT1,5110,P22061,protein-L-isoaspartate (D-aspartate) O-methyltransferase,Enzyme,30,0.691,0.423,0.78453,0.01,,1,1,0,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,RMDN1,51115,Q96DB5,regulator of microtubule dynamics 1,,123,0.546,0.769,5.8995E-10,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,TUBE1,51175,Q9UJT0,tubulin epsilon 1,Cellular structure,10,0.821,0.154,0.026894,0.01,,1,1,0,1993,1993
"Diabetes Mellitus, Insulin-Dependent",C0011854,CRBN,51185,Q96SW2,cereblon,Enzyme,130,0.551,0.654,0.00028911,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,TLR7,51284,Q9NYK1,toll like receptor 7,,276,0.464,0.885,0.97912,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,PDCD2,5134,Q16342,programmed cell death 2,,31,0.7,0.423,3.8955E-07,0.01,,1,1,0,2005,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,KLRF1,51348,Q9NZS2,killer cell lectin like receptor F1,,7,0.839,0.231,1.8025E-07,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,CSAD,51380,Q9Y600,cysteine sulfinic acid decarboxylase,Enzyme,31,0.678,0.538,6.0781E-12,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,NELFCD,51497,Q8IXH7,negative elongation factor complex member C/D,,24,0.705,0.538,0.17607,0.01,,1,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,LARS1,51520,Q9P2J5,leucyl-tRNA synthetase 1,,38,0.678,0.577,8.2142E-09,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,ENPP1,5167,P22413,ectonucleotide pyrophosphatase/phosphodiesterase 1,Enzyme,247,0.498,0.808,4.9944E-08,0.01,,1,1,0,2002,2002
"Diabetes Mellitus, Insulin-Dependent",C0011854,PDR,5171,,"pigment disorder, reticulate",,81,0.592,0.692,,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ARID4B,51742,Q4LE39,AT-rich interaction domain 4B,Transcription factor,62,0.631,0.615,1,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SERPINF1,5176,P36955,serpin family F member 1,Enzyme modulator,294,0.46,0.846,7.8044E-08,0.01,,0,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADA2,51816,Q9NZK5,adenosine deaminase 2,Enzyme,165,0.545,0.846,8.1396E-08,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,PER1,5187,O15534,period circadian regulator 1,Transcription factor,111,0.556,0.731,0.00029308,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PF4,5196,P02776,platelet factor 4,Signaling,158,0.522,0.846,0.043062,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,PF4V1,5197,P10720,platelet factor 4 variant 1,Signaling,19,0.76,0.462,0.00081618,0.01,,1,1,1,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,CFP,5199,P27918,complement factor properdin,,108,0.573,0.692,0.68778,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ABCB1,5243,P08183,ATP binding cassette subfamily B member 1,Transporter,933,0.344,0.885,0.000012564,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,PHB,5245,P35232,prohibitin,,177,0.511,0.846,0.7588,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PI3,5266,P19957,peptidase inhibitor 3,Enzyme modulator,92,0.57,0.692,0.16965,0.01,,1,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,ATP6V1E1,529,P36543,ATPase H+ transporting V1 subunit E1,Transporter,105,0.61,0.769,0.528,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PKD1,5310,P98161,"polycystin 1, transient receptor potential channel interacting",,217,0.493,0.769,1,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PLAU,5328,P00749,"plasminogen activator, urokinase",Enzyme,439,0.425,0.923,2.3058E-06,0.01,,1,1,0,2005,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,PLG,5340,P00747,plasminogen,Enzyme,586,0.389,0.923,0.010345,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PLEK,5341,P08567,pleckstrin,Cellular structure,83,0.588,0.731,0.001067,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,PLIN1,5346,O60240,perilipin 1,,85,0.59,0.654,3.1486E-11,0.01,,1,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,ATP7A,538,Q04656,ATPase copper transporting alpha,Transporter,348,0.494,0.769,0.99983,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,DUOX1,53905,Q9NRD9,dual oxidase 1,Enzyme,97,0.57,0.692,6.2238E-33,0.01,,1,1,0,2003,2003
"Diabetes Mellitus, Insulin-Dependent",C0011854,TLR9,54106,Q9NR96,toll like receptor 9,,457,0.411,0.885,9.8117E-06,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ERRFI1,54206,Q9UJM3,ERBB receptor feedback inhibitor 1,,71,0.612,0.538,0.012152,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,TREM2,54209,Q9NZC2,triggering receptor expressed on myeloid cells 2,,239,0.519,0.769,3.2892E-09,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,POLE,5426,Q07864,"DNA polymerase epsilon, catalytic subunit",,151,0.526,0.731,8.0488E-27,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,APBB1IP,54518,Q7Z5R6,amyloid beta precursor protein binding family B member 1 interacting protein,Receptor,19,0.769,0.346,0.85443,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,DDIT4,54541,Q9NX09,DNA damage inducible transcript 4,,92,0.576,0.769,0.00068309,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PPARD,5467,Q03181,peroxisome proliferator activated receptor delta,Nuclear receptor,197,0.513,0.846,0.99497,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PPBP,5473,P02775,pro-platelet basic protein,Signaling,111,0.544,0.808,0.057739,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,TET2,54790,Q6N021,tet methylcytosine dioxygenase 2,,362,0.458,0.808,4.3334E-54,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,TRPM7,54822,Q96QT4,transient receptor potential cation channel subfamily M member 7,Ion channel,151,0.531,0.731,5.2086E-16,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,ASPN,54829,Q9BXN1,asporin,,51,0.636,0.5,1.0389E-07,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,ELP6,54859,Q0PNE2,elongator acetyltransferase complex subunit 6,,4,0.931,0.154,0.00049822,0.01,,1,1,0,1997,1997
"Diabetes Mellitus, Insulin-Dependent",C0011854,CASZ1,54897,Q86V15,castor zinc finger 1,Transcription factor,132,0.553,0.731,1,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,SARS2,54938,Q9NP81,"seryl-tRNA synthetase 2, mitochondrial",Enzyme,117,0.57,0.692,9.77E-10,0.01,,1,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,BANK1,55024,Q8NDB2,B cell scaffold protein with ankyrin repeats 1,,51,0.653,0.538,4.7905E-12,0.01,,1,1,1,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC52A1,55065,Q9NWF4,solute carrier family 52 member 1,Transporter,160,0.526,0.769,3.5163E-06,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,MTPAP,55149,Q9NVV4,mitochondrial poly(A) polymerase,Enzyme,104,0.581,0.769,0.99904,0.01,,0,1,0,2007,2007
"Diabetes Mellitus, Insulin-Dependent",C0011854,RMDN3,55177,Q96TC7,regulator of microtubule dynamics 3,,134,0.534,0.769,0.000051687,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,KIRREL1,55243,Q96J84,kirre like nephrin family adhesion molecule 1,,14,0.76,0.346,0.99855,0.01,,0,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,QRSL1,55278,Q9H0R6,glutaminyl-tRNA amidotransferase subunit QRSL1,Enzyme,109,0.563,0.731,4.8771E-08,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,GIMAP4,55303,Q9NUV9,"GTPase, IMAP family member 4",,4,0.89,0.154,0.0017434,0.01,,1,1,2,2015,2015
"Diabetes Mellitus, Insulin-Dependent",C0011854,KIR2DL5B,553128,Q8NHK3,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B",,27,0.682,0.423,,0.01,,1,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,PREP,5550,P48147,prolyl endopeptidase,Enzyme,105,0.576,0.731,0.08025,0.01,,1,1,0,2005,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL17RB,55540,Q9NRM6,interleukin 17 receptor B,,68,0.601,0.808,4.4601E-11,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,PLXNA3,55558,P51805,plexin A3,,42,0.67,0.769,0.054893,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,MIOX,55586,Q9UGB7,myo-inositol oxygenase,Enzyme,13,0.76,0.346,1.0702E-17,0.01,,1,1,3,2011,2011
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRKAA1,5562,Q13131,protein kinase AMP-activated catalytic subunit alpha 1,Kinase,325,0.453,0.846,0.13725,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,STAP2,55620,Q9UGK3,signal transducing adaptor family member 2,Receptor,33,0.711,0.462,1.6296E-16,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRKAA2,5563,P54646,protein kinase AMP-activated catalytic subunit alpha 2,Kinase,317,0.456,0.846,3.5282E-08,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,SYBU,55638,Q9NX95,syntabulin,Transporter,120,0.546,0.769,0.000097732,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRKAB1,5564,Q9Y478,protein kinase AMP-activated non-catalytic subunit beta 1,Kinase,296,0.46,0.846,0.0052573,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,CNDP2,55748,Q96KP4,carnosine dipeptidase 2,Enzyme,43,0.659,0.5,1.0067E-07,0.01,,0,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRKCA,5578,P17252,protein kinase C alpha,Kinase,368,0.44,0.846,0.3677,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,CSGALNACT1,55790,Q8TDX6,chondroitin sulfate N-acetylgalactosaminyltransferase 1,Enzyme,28,0.716,0.423,9.2684E-14,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,IL26,55801,Q9NPH9,interleukin 26,,51,0.631,0.538,0.00053514,0.01,,1,1,0,2010,2010
"Diabetes Mellitus, Insulin-Dependent",C0011854,ADCY10,55811,Q96PN6,adenylate cyclase 10,,48,0.663,0.654,7.3834E-41,0.01,,1,1,0,2005,2005
"Diabetes Mellitus, Insulin-Dependent",C0011854,PAG1,55824,Q9NWQ8,phosphoprotein membrane anchor with glycosphingolipid microdomains 1,,174,0.505,0.808,0.017764,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,SELENOS,55829,Q9BQE4,selenoprotein S,,55,0.628,0.615,1.4301E-09,0.01,,1,1,0,2008,2008
"Diabetes Mellitus, Insulin-Dependent",C0011854,LMO3,55885,Q8TAP4,LIM domain only 3,,26,0.716,0.423,0.70695,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,ANGPTL8,55908,Q6UXH0,angiopoietin like 8,,54,0.65,0.577,6.8776E-12,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,MAPK3,5595,P27361,mitogen-activated protein kinase 3,Kinase,647,0.379,0.885,0.036884,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,MAPK7,5598,Q13164,mitogen-activated protein kinase 7,Kinase,127,0.553,0.654,0.0031023,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,MAPK8,5599,P45983,mitogen-activated protein kinase 8,Kinase,520,0.397,0.885,0.99823,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRL,5617,P01236,prolactin,Signaling,506,0.406,0.885,2.9015E-07,0.01,,1,1,0,2004,2004
"Diabetes Mellitus, Insulin-Dependent",C0011854,HTRA1,5654,Q92743,HtrA serine peptidase 1,Enzyme,164,0.532,0.692,0.00049201,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRTN3,5657,P24158,proteinase 3,Enzyme,215,0.503,0.808,0.000038044,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,SLC2A9,56606,Q9NRM0,solute carrier family 2 member 9,Transporter,74,0.619,0.731,6.9451E-10,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,PANX2,56666,Q96RD6,pannexin 2,Ion channel,14,0.736,0.5,4.4188E-06,0.01,,1,1,0,2017,2017
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSG1,5669,P11464,pregnancy specific beta-1-glycoprotein 1,,19,0.769,0.385,1.6242E-29,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSG2,5670,P11465,pregnancy specific beta-1-glycoprotein 2,,210,0.492,0.731,1.382E-30,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSG7,5676,Q13046,pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene),,11,0.821,0.346,,0.01,,1,1,0,2019,2019
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSMA3,5684,P25788,proteasome 20S subunit alpha 3,,9,0.805,0.423,0.98462,0.01,,1,1,1,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSMA6,5687,P60900,proteasome 20S subunit alpha 6,,43,0.653,0.654,0.98619,0.01,,1,1,2,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,NMUR2,56923,Q9GZQ4,neuromedin U receptor 2,G-protein coupled receptor,18,0.751,0.423,0.00051924,0.01,,1,1,0,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSMB5,5693,P28074,proteasome 20S subunit beta 5,,27,0.711,0.385,0.95893,0.01,,1,1,1,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,PRDM10,56980,Q9NQV6,PR/SET domain 10,Transcription factor,19,0.76,0.385,0.15304,0.01,,1,1,0,2012,2012
"Diabetes Mellitus, Insulin-Dependent",C0011854,BAAT,570,Q14032,bile acid-CoA:amino acid N-acyltransferase,,98,0.578,0.654,7.8651E-08,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,IDDM18,57044,,insulin dependent diabetes mellitus 18,,1,1,0.115,,0.01,,1,1,0,2006,2006
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSMC6,5706,P62333,"proteasome 26S subunit, ATPase 6",Enzyme,22,0.705,0.577,0.99662,0.01,,1,1,2,2016,2016
"Diabetes Mellitus, Insulin-Dependent",C0011854,PCBP4,57060,P57723,poly(rC) binding protein 4,Enzyme,147,0.523,0.808,0.0023713,0.01,,1,1,0,2013,2013
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSMD8,5714,P48556,"proteasome 26S subunit, non-ATPase 8",Enzyme modulator,25,0.716,0.385,0.068806,0.01,,1,1,0,2018,2018
"Diabetes Mellitus, Insulin-Dependent",C0011854,PELI1,57162,Q96FA3,pellino E3 ubiquitin protein ligase 1,,74,0.603,0.731,0.39038,0.01,,1,1,0,2009,2009
"Diabetes Mellitus, Insulin-Dependent",C0011854,PSMD12,5718,O00232,"proteasome 26S subunit, non-ATPase 12",Enzyme modulator,105,0.578,0.808,0.99984,0.01,,1,1,0,1994,1994
"Diabetes Mellitus, Insulin-Dependent",C0011854,BAD,572,Q92934,BCL2 associated agonist of cell death,,125,0.553,0.769,0.0046237,0.01,,1,1,0,2014,2014
"Diabetes Mellitus, Insulin-Dependent",C0011854,KIR2DL5A,57292,Q8N109,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A",Receptor,21,0.711,0.423,,0.01,,1,1,0,2006,2006
